gender,city,state,maritalstatus,haschild
M,HIGHLANDVILLE,MO,M,N
M,GERALDINE,AL,S,Y
F,ROCKHAM,SD,S,Y
M,DARLINGTON,WI,M,N
F,SANDWICH,MA,S,N
M,CHISAGO CITY,MN,M,Y
F,AVON,MT,S,N
F,SACRAMENTO,CA,M,Y
M,ALPINE,WY,M,N
M,SADDLESTRING,WY,M,Y
M,WHITE BLUFF,TN,S,N
M,WICHITA,KS,S,Y
M,STOCKTON,CA,M,Y
F,PELLSTON,MI,S,N
F,MUSE,OK,M,Y
M,CHESTER,OH,M,N
M,WAKEFIELD,RI,M,N
M,SANTA,ID,M,N
M,WASHINGTON,DC,M,N
F,CAVE CITY,AR,M,N
F,FALMOUTH,IN,M,Y
F,VELMA,OK,M,N
F,SILVER SPRING,MD,S,Y
F,DEERFIELD BEACH,FL,S,Y
M,HARRISON,ME,M,Y
F,ADRIAN,OR,M,N
F,VEST,KY,S,N
M,BRADFORD,NH,S,N
M,UNIONVILLE,MI,S,N
F,FAIRHOPE,AL,S,N
F,LAS VEGAS,NV,S,Y
M,STRASBURG,MO,M,Y
M,HERNDON,VA,M,Y
M,MIDDLEFIELD,OH,S,N
F,MOSES LAKE,WA,M,Y
F,FLORAL PARK,NY,S,Y
M,VIBURNUM,MO,M,N
F,CANNON AFB,NM,S,N
M,PLESSIS,NY,S,N
M,TROY GROVE,IL,M,Y
F,FORT BRIDGER,WY,S,N
M,HONOLULU,HI,M,Y
F,CARSON CITY,NV,M,N
F,WASHINGTON,DC,M,N
M,SHEFFIELD,VT,M,Y
M,BOSTON,MA,S,N
M,BRYCE CANYON,UT,S,Y
F,WAPANUCKA,OK,S,Y
F,PRINGLE,SD,S,N
F,SPARKS,NV,M,Y
F,WEST LEBANON,NH,M,Y
F,FARMINGTON,ME,M,Y
F,NEW MUNICH,MN,M,N
F,EDEN PRAIRIE,MN,M,N
M,BLADENBORO,NC,M,Y
M,TACOMA,WA,M,N
M,BELLVUE,CO,S,Y
M,BADGER,IA,S,N
F,HAZEN,ND,M,N
F,KIT CARSON,CO,M,Y
F,WOODBINE,MD,S,N
F,FORT RITNER,IN,S,N
M,HUNTSVILLE,AL,S,Y
F,TWIN BROOKS,SD,M,N
M,CHIGNIK LAKE,AK,M,Y
M,PAPAIKOU,HI,S,Y
M,LAVERNE,OK,S,Y
F,ANAHOLA,HI,S,N
F,PALM COAST,FL,S,N
F,FERNWOOD,ID,M,Y
M,LAFAYETTE,LA,S,Y
M,WHITEFISH,MT,M,Y
F,VALLEY,WA,S,N
M,WASHINGTON,DC,S,Y
F,ENID,OK,M,Y
F,BIRCH RIVER,WV,S,Y
M,EDMOND,OK,S,Y
F,PONETO,IN,M,Y
M,PLEASANT HILL,LA,M,N
F,MOODUS,CT,M,Y
F,LONG ISLAND CITY,NY,S,N
M,PEORIA,IL,M,N
F,LAS VEGAS,NV,S,N
M,WATERFORD,CT,M,N
F,ANIMAS,NM,S,Y
F,PERDUE HILL,AL,S,N
M,CAPITOL HEIGHTS,MD,S,Y
M,DRAYTON,ND,M,N
F,SCOTTSBURG,OR,M,N
M,BROOKEVILLE,MD,S,N
F,POWDER SPRINGS,TN,M,Y
F,WILKES BARRE,PA,S,Y
M,TULLOS,LA,S,Y
M,HUGO,OK,M,N
M,WASHINGTON,DC,S,Y
M,TYLER,TX,M,N
F,BOX SPRINGS,GA,S,Y
M,NORTHPORT,WA,M,N
M,WINOOSKI,VT,M,Y
M,DENVER,CO,M,Y
F,M C B H KANEOHE BAY,HI,M,Y
M,LEWISBURG,KY,M,Y
F,SPARKS,NV,S,N
F,WASHINGTON,NJ,M,Y
F,BOSSIER CITY,LA,M,N
M,SOUTH COLBY,WA,M,Y
F,EAST WORCESTER,NY,M,N
M,KAYENTA,AZ,S,N
M,HARTLY,DE,M,N
F,CHEPACHET,RI,M,Y
M,CARLTON,WA,S,Y
M,HASTINGS,IA,M,N
M,CLARKSBORO,NJ,M,Y
F,KELLOGG,MN,S,N
M,BIG FLAT,AR,S,Y
F,DINWIDDIE,VA,M,Y
F,CHATHAM,MA,S,N
M,KASBEER,IL,M,Y
F,ONEILL,NE,S,N
M,MACON,GA,M,Y
F,PASCO,WA,S,N
F,LAS VEGAS,NV,M,Y
M,WASHINGTON,DC,S,Y
M,CHIMAYO,NM,M,N
F,PHOENIX,AZ,S,N
M,POWDERLY,KY,M,N
F,LITTLE CREEK,DE,S,N
F,VICHY,MO,M,Y
F,MANCHAUG,MA,M,N
F,ROCKPORT,IL,S,N
M,COLORADO SPRINGS,CO,M,Y
F,WINSLOW,NJ,M,Y
M,MARTHA,OK,S,Y
M,LABADIEVILLE,LA,M,Y
F,MOORESBURG,TN,S,N
M,WARBRANCH,KY,M,N
F,SUNSET,SC,M,Y
F,RED BANK,NJ,M,N
M,WASHINGTON,DC,M,Y
M,KALAMAZOO,MI,M,Y
F,BRIDGEVILLE,DE,S,Y
F,JONESBORO,GA,S,N
M,SLATERSVILLE,RI,M,N
M,TREMENTINA,NM,S,N
M,NEW PORTLAND,ME,M,Y
M,MOORHEAD,IA,S,Y
F,GERALDINE,AL,S,N
M,BRADLEY,ME,M,N
M,WEST JORDAN,UT,S,N
M,TEASDALE,UT,M,N
F,BOZEMAN,MT,S,Y
M,NEWFIELDS,NH,M,Y
M,LOUISVILLE,KY,S,Y
M,COLUMBUS,OH,S,Y
F,JAMESTOWN,ND,S,Y
M,MERCER,ND,S,Y
F,EAST CHARLESTON,VT,M,Y
M,MIAMI,FL,M,N
F,LOOGOOTEE,IN,S,Y
M,FLATGAP,KY,S,N
F,WEBSTER,ND,M,N
F,HETTINGER,ND,M,N
F,WAYLAND,KY,M,N
F,LAS VEGAS,NV,M,Y
M,DE QUEEN,AR,S,N
F,BILLINGS,MT,S,Y
F,CLEAR CREEK,IN,S,N
M,SIASCONSET,MA,M,Y
F,MOUNTAIN HOME,UT,M,Y
F,WINSTON SALEM,NC,M,N
M,FORT MYERS,FL,S,N
F,AFTON,OK,M,N
F,EAST MARION,NY,M,Y
F,PICKENS,WV,S,N
M,VAN BUREN,ME,M,Y
M,GERMANTOWN,MD,M,N
F,WEST FORKS,ME,M,Y
M,WICHITA FALLS,TX,S,Y
F,FEDERAL WAY,WA,S,N
M,DES MOINES,IA,S,N
F,PORTLAND,OR,M,N
F,PORTLAND,ME,S,N
M,LAS VEGAS,NV,M,Y
M,SAINT MARYS,IA,S,Y
F,WASHINGTON,DC,S,Y
F,GRETNA,LA,S,Y
M,OSCEOLA,WI,S,Y
F,SUFFERN,NY,M,Y
F,GREELEY,CO,M,Y
F,SAINT PETERSBURG,FL,S,N
M,BUCKLIN,KS,M,Y
F,ROLLINS,MT,M,Y
M,PEARL CITY,HI,M,N
M,DENVER,CO,M,Y
M,IDAHO SPRINGS,CO,M,Y
F,ISLAND,KY,M,N
F,BLACK CREEK,NC,M,N
F,JBER,AK,S,Y
F,ARPIN,WI,M,Y
F,PHENIX CITY,AL,M,N
F,PAAUILO,HI,M,Y
M,WINSTED,MN,M,Y
M,ANNA,TX,S,Y
M,EDGEMOOR,SC,M,N
F,FORT SHAW,MT,S,N
F,LA SAL,UT,M,N
M,NEWARK,DE,M,N
F,GARNER,IA,S,Y
F,VANDALIA,MO,M,N
M,NEW YORK,NY,S,N
F,LAS VEGAS,NV,M,N
M,MADISON,IN,S,N
M,PROVO,UT,S,Y
M,CAPE NEDDICK,ME,S,Y
F,NEW CASTLE,DE,M,N
M,MC NEILL,MS,M,Y
M,ORANGE CITY,FL,M,Y
M,RICHWOOD,NJ,S,N
F,POMPANO BEACH,FL,S,N
M,MARIBEL,WI,M,N
M,CENTER HARBOR,NH,M,Y
F,MEMPHIS,TN,M,N
M,BRONX,NY,M,N
F,CHEFORNAK,AK,M,N
M,POTTER VALLEY,CA,M,N
F,ERBACON,WV,M,N
M,LAFAYETTE,LA,S,N
F,WASILLA,AK,M,N
F,AUGUSTA,NJ,S,Y
F,ROUNDUP,MT,M,Y
M,ASHWOOD,OR,M,N
F,OAKLAND,IL,M,Y
F,DEDHAM,MA,S,Y
M,SEABOARD,NC,M,N
F,GRAND ISLAND,NE,S,Y
M,ROANOKE RAPIDS,NC,M,N
F,TURTLE LAKE,ND,S,Y
M,HARDY,VA,S,N
F,BOZEMAN,MT,M,Y
M,BARODA,MI,M,Y
F,ATLANTA,GA,S,N
F,AMBLER,AK,M,N
F,GASTON,NC,S,Y
F,INDEPENDENCE,WV,M,N
F,SOUTH FALLSBURG,NY,S,N
M,BONDUEL,WI,M,N
M,SANTEE,SC,M,Y
F,VONA,CO,M,Y
F,RETSIL,WA,S,N
M,HAMPTON,NH,S,N
M,NORTH ATTLEBORO,MA,S,Y
M,PETERSBURG,AK,S,N
M,STRATTON,NE,M,N
F,LOTTSBURG,VA,S,Y
M,PIXLEY,CA,S,Y
M,DUTCH JOHN,UT,S,N
M,CARSON,ND,S,Y
M,WASHINGTON,DC,S,Y
M,FALL RIVER,KS,S,N
F,MC COY,CO,S,Y
M,MILL CREEK,OK,M,N
F,WASHINGTON,DC,M,Y
F,HARDWICK,GA,S,Y
F,ELGIN,ND,S,Y
F,SCOTTSVILLE,KY,S,Y
F,LAS VEGAS,NV,M,Y
M,WASHINGTON,DC,S,Y
F,HENNING,TN,S,Y
M,INDIANAPOLIS,IN,M,Y
F,LA GRANDE,OR,S,N
M,LAONA,WI,M,N
M,GREENSBORO,NC,M,Y
F,APACHE JUNCTION,AZ,S,N
M,KINGSTON,OK,S,Y
M,LOUISVILLE,KY,M,N
M,WHITNEY,NE,M,Y
M,JACKSON,MS,M,Y
F,KAAAWA,HI,M,N
M,HOUSTON,TX,S,Y
M,SWARTSWOOD,NJ,S,N
M,HONOLULU,HI,M,N
M,COLFAX,IN,M,N
M,MANAWA,WI,S,Y
F,CHINCHILLA,PA,M,Y
F,COEYMANS HOLLOW,NY,M,N
F,EMERSON,GA,M,N
F,SILVER SPRING,MD,S,N
M,TUNUNAK,AK,M,Y
M,LAUREL,DE,S,Y
M,SIBLEY,MO,S,Y
M,WALDO,KS,S,N
F,NASHUA,NH,M,N
M,SOUTH BEND,TX,S,N
F,TELL,TX,S,N
F,PLAINFIELD,NH,S,N
M,EMBLEM,WY,M,Y
M,KEY WEST,FL,S,N
F,RIVERTON,NJ,S,N
M,GRELTON,OH,M,N
M,BATON ROUGE,LA,M,N
F,ANGEL FIRE,NM,M,N
F,PINETOPS,NC,S,N
F,CENTRALIA,MO,S,Y
M,PIQUA,KS,S,N
F,TEMECULA,CA,S,N
M,CASTLEWOOD,SD,S,Y
M,DENVER,CO,M,Y
M,LANDER,WY,M,N
F,LAWRENCE,MA,S,N
M,PABLO,MT,M,N
M,SAINT LOUIS,MO,S,N
F,DE KALB,TX,S,N
M,WASHINGTON,DC,S,Y
M,ALBERTA,MN,S,Y
M,FREDERIC,MI,S,Y
M,GARDNER,CO,S,N
M,OAKLAND,RI,M,N
F,WORLAND,WY,M,Y
M,TOLEDO,OH,S,Y
M,GRAND FORKS,ND,M,N
M,NORTH HIGHLANDS,CA,M,Y
F,PIGEON FORGE,TN,S,N
M,ROCKFORD,IL,S,N
F,TOPEKA,KS,M,N
M,ROFF,OK,M,N
F,PASSAIC,NJ,S,Y
M,INTERVALE,NH,S,N
F,WESTMORELAND,TN,S,Y
M,ATHELSTANE,WI,M,Y
M,JONESVILLE,SC,S,N
M,MANSFIELD,TN,M,N
F,PORT HEIDEN,AK,S,Y
F,GULF SHORES,AL,S,Y
F,ELIZABETHPORT,NJ,M,N
M,ROSEBOOM,NY,S,N
F,WAHKON,MN,M,N
M,MC GILL,NV,S,Y
F,DIXIE,GA,M,Y
M,PITTSBURGH,PA,S,Y
M,BRANTLEY,AL,S,N
F,DETROIT,AL,M,Y
F,DURHAM,OK,S,Y
F,PAROWAN,UT,S,Y
F,STAMFORD,CT,S,Y
M,AVONDALE,AZ,S,N
F,BRIDGEWATER,CT,M,N
M,WILLIAMSON,GA,M,N
F,BENTON CITY,WA,S,Y
F,DES MOINES,IA,S,N
F,NAZARETH,KY,M,N
M,ALBUQUERQUE,NM,M,N
F,BROOKLINE,MO,S,Y
M,LYLES,TN,S,Y
M,BEAVERCREEK,OR,S,Y
M,REDMOND,WA,M,Y
F,ROSEBUD,MO,S,N
F,COLUMBIA,MO,S,Y
F,LA GRANGE,CA,S,N
F,WEST BLOOMFIELD,MI,S,N
M,RAPID CITY,SD,M,Y
F,DUNELLEN,NJ,S,Y
F,CAPITOL HEIGHTS,MD,M,Y
F,GOFFSTOWN,NH,S,Y
M,WASILLA,AK,M,N
F,NEWTON,IL,S,N
F,WEBSTER,ND,S,N
F,LARAMIE,WY,M,Y
F,JAFFREY,NH,S,N
M,HUNTINGTON,AR,S,Y
M,OLIN,IA,S,Y
F,TYNER,IN,S,N
M,RICHMOND,VA,M,Y
F,SWIFT,MN,M,Y
M,MATHER,WI,M,Y
F,WOODSTOCK,NH,S,Y
M,SAN JUAN,PR,S,Y
F,HOUSE,NM,M,N
M,WAHIAWA,HI,M,N
F,MERIDEN,KS,S,Y
F,JEFFREY CITY,WY,S,Y
F,PIPESTONE,MN,S,N
F,ORLANDO,FL,M,N
M,MONROEVILLE,AL,M,Y
F,RENO,NV,S,N
M,BETHLEHEM,CT,M,N
M,MARSHALLVILLE,GA,S,Y
M,OAK BLUFFS,MA,M,N
F,HONOLULU,HI,S,Y
M,WASHINGTON,DC,S,Y
F,LYNN,AR,M,Y
F,JOHNSTOWN,CO,S,N
M,SPOKANE,WA,S,Y
M,AMBLER,AK,M,N
M,NORTH PROVIDENCE,RI,S,N
F,MENDENHALL,MS,M,Y
M,HOLYOKE,MN,S,N
F,BYRON,IL,S,Y
F,GIG HARBOR,WA,M,Y
F,ENFIELD,NH,M,N
M,CROSSVILLE,TN,S,N
M,SAN PATRICIO,NM,S,N
F,ORRINGTON,ME,S,Y
M,EDMORE,ND,M,Y
F,CROSS TIMBERS,MO,M,N
M,WASHINGTON,DC,M,N
F,YOUNG HARRIS,GA,M,Y
M,EAST HAVEN,CT,M,Y
F,BLUEBELL,UT,M,Y
M,JAY EM,WY,S,Y
M,DES MOINES,IA,S,N
M,LAS VEGAS,NV,M,N
F,SPOTSYLVANIA,VA,M,Y
F,EAST AMHERST,NY,M,N
M,TANACROSS,AK,M,Y
F,EWING,IL,S,N
M,LOS OJOS,NM,M,Y
M,SYLACAUGA,AL,S,N
M,GREENSBURG,LA,M,N
M,LINCOLN,IA,M,Y
F,GLEN,MS,S,N
F,UPPER MARLBORO,MD,S,Y
F,ALEXANDRIA,SD,M,N
F,NATURAL BRIDGE,VA,S,Y
F,VANNDALE,AR,S,N
M,GLOUCESTER CITY,NJ,S,N
M,ORLEANS,VT,S,Y
M,SIOUX CITY,IA,M,N
M,ARCADIA,MO,M,N
F,ERWIN,TN,S,N
F,SAINT GEORGE,KS,M,N
F,ANTHONY,NM,S,N
F,CHANDLER,OK,S,N
F,OELRICHS,SD,M,Y
M,RIVERSIDE,RI,M,Y
F,ELORA,TN,S,N
F,GLENCOE,NM,S,N
F,CHESHIRE,CT,S,Y
M,LOUISVILLE,KY,M,N
F,BARCELONETA,PR,M,Y
F,FAIRLAND,OK,M,Y
M,NAPLES,FL,S,N
F,FORT COLLINS,CO,S,N
F,JENNINGS,LA,S,N
F,RIO RANCHO,NM,M,N
M,RENVILLE,MN,M,N
M,CANDIA,NH,M,Y
F,EAST PROVIDENCE,RI,S,N
M,MATLOCK,WA,M,N
F,SWANTON,MD,M,Y
F,HECTOR,AR,M,Y
M,ERNEST,PA,S,N
M,SCOTTSDALE,AZ,M,N
F,SYRACUSE,NY,M,Y
F,ARMOREL,AR,M,N
M,HIALEAH,FL,S,N
M,FAIRBANKS,AK,M,N
F,LACONIA,NH,M,Y
M,SAN JUAN,PR,S,N
M,NICHOLSON,MS,M,N
F,EAST STROUDSBURG,PA,M,Y
M,BEATRICE,AL,S,N
F,EAST LANSING,MI,M,Y
M,FITZWILLIAM,NH,M,N
F,REDSTONE,MT,S,N
M,SALEM,UT,S,N
M,M C B H KANEOHE BAY,HI,M,Y
F,BOSTON,MA,M,Y
F,NORTH ATTLEBORO,MA,M,N
F,CAMDEN,AR,M,N
M,KLAMATH FALLS,OR,S,Y
M,SEASIDE,CA,S,Y
F,LAS VEGAS,NV,M,N
F,PINE RIVER,WI,M,N
F,RENO,NV,S,N
M,WOLCOTT,VT,M,N
F,IVINS,UT,S,Y
M,BURBANK,WA,M,N
M,HAWAII NATIONAL PARK,HI,M,Y
F,TROPIC,UT,M,N
M,TYRONE,OK,S,N
M,MANCHESTER,CT,M,N
F,CAMPAIGN,TN,M,Y
F,DENVER,CO,S,Y
F,WASHINGTON,DC,M,N
F,OGDEN,UT,M,Y
M,WALDWICK,NJ,M,Y
M,KIRWIN,KS,M,N
M,WESTFIELD,VT,M,Y
F,NORFOLK,NE,M,N
M,WAYLAND,MA,M,Y
M,SKOWHEGAN,ME,S,N
F,SHELBYVILLE,MI,M,N
M,VANCEBURG,KY,S,N
M,KELLY,LA,M,Y
M,HARTFORD,CT,M,Y
M,SCANDINAVIA,WI,S,N
F,SOMERS,MT,S,N
F,YAMPA,CO,S,Y
M,LINDEN,IN,M,Y
M,BOULDER,UT,M,Y
M,MOUNT PLEASANT,TN,S,N
F,WEST WARWICK,RI,M,N
F,VARNEY,KY,S,N
M,LORIS,SC,M,N
M,STARKS,LA,S,Y
F,CALICO ROCK,AR,M,Y
F,MANCHESTER,MD,M,Y
M,CASTROVILLE,TX,M,Y
M,BANTRY,ND,M,N
F,EVANSVILLE,IN,M,N
M,SUTHERLAND SPRINGS,TX,M,Y
F,SIMPSON,WV,S,Y
M,HUNTINGDON,TN,S,Y
M,YUKON,OK,M,N
M,GREENSBORO,NC,S,N
F,LAS VEGAS,NV,M,Y
M,KODIAK,AK,M,Y
M,JONESBORO,AR,M,Y
M,MALCOLM,AL,S,N
M,CAL NEV ARI,NV,S,N
F,NEW ORLEANS,LA,M,Y
F,WHITE SANDS MISSILE RANGE,NM,M,N
F,MINDEN,IA,M,Y
M,ANGELA,MT,S,N
F,MORGANTOWN,WV,M,Y
M,LACKEY,KY,S,Y
F,WESSINGTON SPRINGS,SD,S,N
F,TROY,AL,M,Y
M,WILMOT,NH,M,Y
M,CUMMING,GA,S,Y
M,WAKE ISLAND,HI,S,Y
F,DONNYBROOK,ND,M,N
F,GRASONVILLE,MD,M,Y
M,UNION,NH,M,Y
F,CENTER OSSIPEE,NH,M,Y
F,WILDERVILLE,OR,S,N
F,PORTSMOUTH,NH,S,Y
M,GERLACH,NV,M,N
M,LEWISTOWN,MO,M,N
F,ESSEX,VT,S,N
F,CABOT,AR,M,Y
F,MARSHFIELD,MO,S,Y
F,NORTHPORT,AL,M,Y
M,KIANA,AK,S,N
F,WICHITA,KS,S,N
M,MENOMONEE FALLS,WI,M,N
M,WESTMORELAND,TN,S,Y
M,PROVIDENCE,RI,M,N
F,LA CANADA FLINTRIDGE,CA,S,N
M,BAXTER,MN,M,N
F,DANESE,WV,M,N
M,DECATUR,GA,S,N
M,LYLES,TN,S,Y
F,INTERCESSION CITY,FL,M,N
M,FENTON,MO,M,N
M,ELK MILLS,MD,M,Y
M,RAYVILLE,LA,M,N
F,SEATTLE,WA,M,Y
M,JAMESTOWN,ND,S,Y
M,BOULDER CITY,NV,M,Y
F,LANDER,WY,S,Y
F,HONOLULU,HI,M,Y
M,ANGUILLA,MS,S,N
F,MONTEGUT,LA,S,Y
F,ATLANTA,GA,M,N
F,COLBURN,ID,S,N
M,RAY CITY,GA,M,Y
F,SUN RIVER,MT,S,N
M,SHAWNEE,OK,M,N
M,DUMONT,IA,S,N
M,NEW BRITAIN,CT,S,N
F,GOLD CREEK,MT,M,N
F,DALEVILLE,MS,M,Y
M,OWENSVILLE,IN,S,N
M,CLEVELAND,AL,S,N
F,EDEN,NY,M,Y
F,BROOKINGS,SD,S,N
F,SUN VALLEY,ID,M,Y
F,FARMINGTON,UT,S,N
F,OMAHA,NE,M,Y
M,DAVENPORT,IA,M,N
F,CECIL,AL,M,Y
M,CHRISTINE,ND,M,Y
M,CHESTER,MT,M,N
M,PANTHER BURN,MS,M,N
F,TRENTON,NJ,S,N
M,TRENTON,NJ,S,Y
F,CLOQUET,MN,M,Y
F,CULLEOKA,TN,M,N
M,CAPITOL HEIGHTS,MD,M,N
M,MILLWOOD,WV,S,Y
M,RAWLINS,WY,S,Y
M,HONOLULU,HI,S,Y
F,MARTINSVILLE,NJ,S,Y
M,SPERRYVILLE,VA,M,Y
M,LAS VEGAS,NV,S,N
F,COLUMBUS,OH,S,Y
F,CHICAGO,IL,M,N
M,WHEELER,WI,M,N
F,CHICAGO,IL,M,N
M,WESTERLY,RI,M,N
F,MANTUA,NJ,S,Y
M,FORT PIERCE,FL,S,N
F,FREDONIA,NY,M,N
M,WASHINGTON,DC,M,Y
F,CUMBERLAND,MD,S,Y
F,VICKSBURG,MI,S,Y
F,ANAKTUVUK PASS,AK,M,Y
F,PLAIN DEALING,LA,M,N
F,BURNS,WY,M,Y
F,JORDAN,MT,M,Y
F,MUSKEGON,MI,M,Y
M,ALINE,OK,S,Y
F,ORLANDO,WV,S,Y
M,CISNE,IL,S,N
F,GRANITE SPRINGS,NY,S,Y
M,MALJAMAR,NM,M,Y
F,NEW ENGLAND,ND,S,Y
M,PATTERSON,IL,S,N
F,APACHE JUNCTION,AZ,S,N
M,WATERFORD,VA,S,N
M,FARMINGTON,NH,M,N
M,COLORADO SPRINGS,CO,M,N
F,PHOENIX,AZ,S,N
M,FRANNIE,WY,S,Y
M,ALTA,WY,M,N
M,LAWTON,OK,S,N
M,MILDRED,MT,M,N
F,MEMPHIS,TN,M,N
F,HONOLULU,HI,S,Y
M,LAS VEGAS,NV,M,Y
F,KILA,MT,M,N
F,SOCORRO,NM,M,N
M,SANDY POINT,ME,M,N
M,NORWOOD YOUNG AMERICA,MN,S,N
F,FALL RIVER,MA,S,Y
M,GARY,SD,S,N
M,FORT LAUDERDALE,FL,M,N
F,CENTERVILLE,MA,S,N
F,DANVILLE,KS,M,N
F,MARTY,SD,M,N
F,BROOKLYN,NY,M,N
F,TUCSON,AZ,M,Y
F,NEW UNDERWOOD,SD,M,Y
F,WILBURN,AR,M,Y
F,SINKING SPRING,OH,M,Y
M,WASHINGTON,DC,S,N
F,PITTSBURGH,PA,S,Y
F,PERKIOMENVILLE,PA,S,N
F,TORTILLA FLAT,AZ,M,Y
M,ANCHORAGE,AK,M,N
M,MORRISVILLE,VT,M,N
F,FOREST HILL,MD,M,Y
F,FORT MILL,SC,M,Y
M,WALTHILL,NE,M,N
F,CLINTON,MS,S,N
F,HACKBERRY,LA,S,Y
M,EAST ANDOVER,ME,S,Y
F,MERIDEN,NH,S,Y
F,TOWNSEND,DE,M,Y
M,MOYIE SPRINGS,ID,M,N
F,NORTH FERRISBURGH,VT,S,Y
M,MARTY,SD,S,Y
M,LANSING,MN,M,N
M,SAULSBURY,TN,S,Y
F,WHARNCLIFFE,WV,M,Y
F,TOPEKA,KS,S,Y
M,QUINCY,MA,S,N
F,LAKE VIEW,SC,M,N
F,SALT LAKE CITY,UT,M,Y
F,TROY,IN,M,Y
M,LOWMAN,ID,M,N
F,INDIANAPOLIS,IN,S,Y
M,GRUBVILLE,MO,S,Y
F,WARRINGTON,PA,M,N
F,GILSUM,NH,S,Y
M,LONE MOUNTAIN,TN,M,N
M,FARGO,ND,S,Y
F,UNDERWOOD,WA,M,N
M,HOONAH,AK,S,N
M,HAMPTON,CT,S,N
F,TUCSON,AZ,S,Y
F,EAST WATERBORO,ME,S,Y
M,MOUNT AYR,IA,S,N
M,WINDSOR,VA,M,N
M,DES MOINES,IA,M,Y
M,COLMAN,SD,M,N
F,SALT LAKE CITY,UT,S,N
F,BOYCE,VA,S,Y
F,COMO,TX,M,N
F,WHITE PLAINS,NC,M,N
M,ORIENT,OH,S,Y
F,OGDEN,UT,M,Y
M,BEATTYVILLE,KY,S,Y
M,INCHELIUM,WA,M,Y
F,CABALLO,NM,S,Y
F,DUTTON,MT,S,N
M,SAN ANTONIO,TX,S,Y
F,DECATUR,GA,M,Y
F,MARSTONS MILLS,MA,M,N
M,COLUMBIA FALLS,MT,S,N
M,POPEJOY,IA,S,N
F,GREEN BAY,WI,M,N
F,BOISE,ID,S,N
M,EL PASO,TX,S,Y
F,SPRINGDALE,AR,S,Y
M,CHAMBERLAIN,SD,M,Y
F,HENDERSON,NV,S,Y
F,PETRIFIED FOREST NATL PK,AZ,M,Y
F,NORTH KINGSTOWN,RI,M,N
M,GERMANTOWN,NY,M,N
M,KULA,HI,S,N
F,SCOTTSDALE,AZ,M,Y
M,WARE SHOALS,SC,S,N
F,LETHA,ID,M,Y
F,STRAWBERRY VALLEY,CA,M,N
M,PHOENIX,AZ,M,N
F,RUBY,NY,M,N
F,OVERPECK,OH,S,Y
M,PLUM,TX,S,Y
M,KENILWORTH,NJ,S,N
M,CLAREMONT,IL,S,N
F,HERNANDO,MS,M,Y
F,FORT RECOVERY,OH,M,N
M,JUSTICE,WV,M,N
F,BISMARCK,ND,S,Y
F,BALDWIN,IL,S,N
F,REVILLO,SD,M,Y
M,LAKE ARTHUR,NM,S,N
F,DOVER AFB,DE,M,Y
F,DELANO,PA,S,N
M,MERRILLVILLE,IN,S,N
M,WASHINGTON NAVY YARD,DC,S,N
M,ORRS ISLAND,ME,M,N
F,PROVIDENCE,RI,M,N
F,BAZINE,KS,S,N
M,HANAMAULU,HI,M,N
M,WASHINGTON,DC,M,Y
F,SMITHFIELD,NE,S,N
F,OGDEN,IA,S,Y
M,WASHINGTON,UT,M,Y
F,FORSYTH,GA,S,N
F,HELENA,OK,M,N
M,CLOVERDALE,AL,S,Y
F,HICKORY GROVE,SC,S,N
M,PORTLAND,OR,M,Y
M,VERO BEACH,FL,M,Y
M,SELLERS,SC,M,N
F,DUCHESNE,UT,M,Y
M,TUSCARORA,MD,M,Y
F,SEDONA,AZ,M,N
F,TALLAHASSEE,FL,M,Y
M,COLORADO SPRINGS,CO,S,N
M,HOPE HULL,AL,S,N
F,ISLAND POND,VT,M,N
M,MOSSY HEAD,FL,S,Y
M,HUMMELSTOWN,PA,M,Y
M,LAUPAHOEHOE,HI,S,N
F,SCOTTSDALE,AZ,M,Y
M,ALLENSVILLE,KY,M,N
F,AKRON,OH,S,N
M,CLARK,MO,M,Y
F,ORLANDO,FL,M,Y
F,WINTHROP,ME,M,N
M,NOGALES,AZ,S,Y
F,ANCHORAGE,AK,M,N
M,ERIE,PA,M,N
M,PHELPS,KY,S,Y
M,BENTON,TN,S,N
M,NORTH WEBSTER,IN,M,Y
F,BURNWELL,AL,M,Y
F,OSHKOSH,WI,M,N
M,RISING CITY,NE,S,Y
M,WAHIAWA,HI,S,N
F,BEECHER CITY,IL,M,N
F,ALUM BANK,PA,S,N
M,SAN ANTONIO,TX,S,N
F,DONEGAL,PA,S,N
M,BOULDER CITY,NV,M,N
M,COLLBRAN,CO,S,Y
F,MURFREESBORO,TN,S,N
M,LONDON,AR,S,Y
F,HIGH POINT,MO,S,N
F,HONOLULU,HI,S,N
F,MONKTON,MD,M,Y
F,CHESTER,CT,S,Y
M,HONOLULU,HI,M,N
M,TUCSON,AZ,S,N
M,APACHE JUNCTION,AZ,S,N
M,QUEMADO,NM,S,Y
M,LIME RIDGE,WI,S,Y
M,DAYTON,OH,M,Y
F,PEMBINA,ND,S,N
F,WASHINGTON,DC,S,Y
F,CARYVILLE,TN,S,Y
M,BURLINGTON,ME,S,Y
M,BELL CITY,LA,M,Y
M,EAST BERKSHIRE,VT,S,N
M,BEREA,WV,S,Y
M,LINCOLN,RI,M,Y
M,WILMINGTON,DE,M,N
F,BIRMINGHAM,AL,S,N
M,ROGERS,ND,M,N
